Student_ID,Student_Name,Gender,Placed,GATE_Score,Salary,Should_Do_Masters
S0572,Manav,Female,No,Good,1049211,No
S0573,Aryan,Female,No,Good,1461729,Yes
S0574,Aryan,Male,No,Average,532911,No
S0575,Kiara,Male,Yes,Average,1444634,No
S0576,Harsh,Male,No,Good,387876,Yes
S0577,Soham,Female,No,Good,909654,Yes
S0578,Aman,Male,Yes,Good,837691,No
S0579,Soham,Female,Yes,Average,1072838,Yes
S0580,Raj,Male,No,Average,561420,No
S0581,Aryan,Male,No,Poor,777843,No
S0582,Neha,Female,Yes,Good,635639,Yes
S0583,Vishal,Female,Yes,Average,463004,No
S0584,Rahul,Male,Yes,Good,658234,No
S0585,Aryan,Female,No,Average,696601,No
S0586,Priya,Female,Yes,Good,881529,Yes
S0587,Simran,Female,Yes,Average,965727,Yes
S0588,Soham,Female,Yes,Poor,365030,Yes
S0589,Manav,Female,No,Poor,1302682,No
S0590,Manav,Male,Yes,Good,779702,No
S0591,Simran,Male,Yes,Average,405185,Yes
S0592,Rahul,Female,Yes,Average,1384980,Yes
S0593,Manav,Male,Yes,Good,355182,Yes
S0594,Manav,Male,Yes,Average,1003023,No
S0595,Tina,Female,No,Good,1152318,Yes
S0596,Tina,Male,No,Average,645992,No
S0597,Nikhil,Female,No,Good,1241631,Yes
S0598,Soham,Female,Yes,Average,1144124,No
S0599,Diya,Male,No,Good,1120217,No
S0600,Vishal,Female,No,Average,908434,Yes
S0601,Diya,Female,No,Poor,1306630,No
S0602,Aryan,Female,Yes,Average,788195,Yes
S0603,Nikhil,Female,Yes,Good,872285,No
S0604,Raj,Female,No,Poor,444375,No
S0605,Raj,Male,No,Average,335187,Yes
S0606,Isha,Male,Yes,Poor,1289280,No
S0607,Aryan,Female,Yes,Average,957253,Yes
S0608,Soham,Female,No,Poor,1386666,Yes
S0609,Ananya,Male,Yes,Good,1282426,Yes
S0610,Neha,Female,No,Average,1077766,No
S0611,Ananya,Male,Yes,Average,841797,No
S0612,Kunal,Female,No,Good,368653,No
S0613,Neha,Female,No,Poor,992289,Yes
S0614,Rahul,Female,Yes,Good,566186,Yes
S0615,Kiara,Female,No,Good,587166,No
S0616,Shreya,Female,No,Poor,852226,No
S0617,Aryan,Female,No,Good,1204603,Yes
S0618,Shreya,Female,Yes,Average,560710,No
S0619,Manav,Male,Yes,Average,1148152,Yes
S0620,Soham,Male,Yes,Average,1012165,No
S0621,Priya,Male,No,Good,1425054,Yes
S0622,Harsh,Female,Yes,Average,1238193,No
S0623,Harsh,Female,No,Average,1475677,No
S0624,Manav,Female,No,Average,888033,Yes
S0625,Diya,Female,Yes,Average,1344385,Yes
S0626,Neha,Female,Yes,Average,1480859,Yes
S0627,Aman,Female,No,Average,693445,No
S0628,Nikhil,Female,No,Good,741758,Yes
S0629,Kunal,Male,Yes,Average,1450065,Yes
S0630,Simran,Female,Yes,Average,856107,No
S0631,Neha,Male,Yes,Poor,347779,Yes
S0632,Simran,Male,No,Good,889872,Yes
S0633,Kiara,Female,No,Good,1144464,Yes
S0634,Neha,Female,No,Good,677218,No
S0635,Kiara,Male,No,Good,1114468,No
S0636,Harsh,Male,No,Average,445364,No
S0637,Nikhil,Female,Yes,Average,827340,Yes
S0638,Neha,Female,Yes,Poor,629963,No
S0639,Simran,Male,No,Poor,1325607,Yes
S0640,Aryan,Female,No,Good,1495268,Yes
S0641,Harsh,Female,Yes,Poor,1379037,Yes
S0642,Tina,Female,Yes,Poor,1315930,No
S0643,Nikhil,Male,Yes,Good,1358048,No
S0644,Soham,Male,Yes,Good,1155695,Yes
S0645,Manav,Male,No,Poor,412036,Yes
S0646,Isha,Female,Yes,Average,488674,No
S0647,Tina,Female,No,Poor,587667,No
S0648,Soham,Male,Yes,Poor,1189694,No
S0649,Tina,Male,Yes,Average,890348,Yes
S0650,Soham,Male,Yes,Average,963759,No
S0651,Manav,Female,No,Good,1209121,No
S0652,Neha,Male,No,Good,343162,No
S0653,Simran,Male,Yes,Poor,573497,Yes
S0654,Neha,Female,No,Average,412313,No
S0655,Raj,Female,No,Good,328477,Yes
S0656,Aman,Female,Yes,Poor,386373,Yes
S0657,Aman,Male,Yes,Average,993464,Yes
S0658,Priya,Female,No,Poor,1018730,No
S0659,Aman,Female,No,Good,368359,No
S0660,Nikhil,Male,No,Good,1492564,No
S0661,Harsh,Female,Yes,Average,1474726,Yes
S0662,Priya,Male,Yes,Poor,773919,No
S0663,Aman,Male,No,Average,1116117,Yes
S0664,Priya,Female,Yes,Good,1137566,No
S0665,Ananya,Female,Yes,Good,651060,No
S0666,Isha,Female,No,Poor,1456543,No
S0667,Ananya,Female,No,Poor,394455,No
S0668,Isha,Female,Yes,Poor,539646,Yes
S0669,Rahul,Female,Yes,Average,489937,Yes
S0670,Rahul,Male,No,Poor,772312,Yes
S0671,Kiara,Male,Yes,Poor,1136188,Yes
S0672,Nikhil,Female,Yes,Good,685007,No
S0673,Nikhil,Male,No,Good,361192,Yes
S0674,Manav,Female,No,Poor,491758,Yes
S0675,Kiara,Male,Yes,Poor,1135165,Yes
S0676,Tina,Male,Yes,Good,1112425,No
S0677,Simran,Male,Yes,Poor,586287,Yes
S0678,Aryan,Female,No,Average,1347635,Yes
S0679,Manav,Male,Yes,Average,1015637,No
S0680,Vishal,Female,Yes,Average,1455620,No
S0681,Shreya,Male,No,Poor,481062,Yes
S0682,Diya,Male,No,Good,756104,Yes
S0683,Neha,Male,Yes,Poor,369351,No
S0684,Soham,Male,No,Poor,534085,Yes
S0685,Diya,Male,No,Good,1058171,No
S0686,Raj,Female,Yes,Good,798095,Yes
S0687,Vishal,Female,No,Good,370309,Yes
S0688,Harsh,Male,No,Average,1229950,Yes
S0689,Harsh,Male,Yes,Poor,986093,Yes
S0690,Aman,Male,No,Good,1467732,Yes
S0691,Priya,Male,Yes,Poor,638144,No
S0692,Soham,Female,Yes,Average,321576,No
S0693,Isha,Male,No,Average,966110,Yes
S0694,Aryan,Female,No,Good,927290,Yes
S0695,Ananya,Male,No,Good,1375148,Yes
S0696,Soham,Female,Yes,Poor,1335865,No
S0697,Rahul,Male,No,Good,940816,No
S0698,Harsh,Male,Yes,Poor,994186,No
S0699,Harsh,Female,No,Good,389051,No
S0700,Diya,Male,No,Poor,1114299,No
S0701,Diya,Male,No,Poor,503305,No
S0702,Neha,Male,Yes,Poor,757576,No
S0703,Raj,Female,No,Poor,873722,No
S0704,Diya,Male,No,Average,366617,Yes
S0705,Nikhil,Male,Yes,Poor,941857,No
S0706,Kunal,Female,Yes,Good,1166164,No
S0707,Rahul,Female,No,Average,810874,No
S0708,Harsh,Female,No,Average,1430070,No
S0709,Diya,Male,No,Poor,901513,Yes
S0710,Aman,Male,Yes,Average,382867,No
S0711,Harsh,Male,Yes,Poor,468600,Yes
S0712,Raj,Female,Yes,Good,1079957,Yes
S0713,Kiara,Male,Yes,Poor,1182693,Yes
S0714,Simran,Male,No,Average,915036,No
S0715,Rahul,Female,Yes,Good,554265,No
S0716,Nikhil,Female,Yes,Poor,819493,No
S0717,Harsh,Female,Yes,Good,464404,Yes
S0718,Manav,Female,No,Good,1210913,Yes
S0719,Tina,Female,No,Average,953817,Yes
S0720,Kunal,Male,Yes,Good,1296433,Yes
S0721,Soham,Female,Yes,Average,784353,No
S0722,Kunal,Male,No,Good,564395,No
S0723,Shreya,Male,No,Poor,982387,No
S0724,Soham,Female,No,Good,1445958,Yes
S0725,Raj,Female,No,Poor,779767,Yes
S0726,Isha,Female,No,Poor,309583,No
S0727,Tina,Male,No,Good,874675,No
S0728,Rahul,Female,No,Poor,836512,Yes
S0729,Vishal,Female,No,Good,1147056,No
S0730,Raj,Female,Yes,Good,1246803,No
S0731,Kiara,Female,Yes,Poor,1171901,Yes
S0732,Harsh,Female,Yes,Poor,978710,Yes
S0733,Isha,Male,Yes,Average,768298,Yes
S0734,Harsh,Male,Yes,Poor,436149,No
S0735,Neha,Male,Yes,Average,870303,Yes
S0736,Harsh,Female,No,Poor,1288651,No
S0737,Ananya,Female,No,Good,1276684,No
S0738,Ananya,Female,Yes,Poor,1056556,Yes
S0739,Soham,Male,Yes,Good,1146334,No
S0740,Shreya,Female,No,Good,1354153,Yes
S0741,Nikhil,Female,No,Good,1106434,Yes
S0742,Tina,Female,No,Average,350711,No
S0743,Vishal,Male,Yes,Poor,863739,No
S0744,Manav,Female,No,Good,793027,Yes
S0745,Simran,Male,Yes,Good,1004463,Yes
S0746,Neha,Female,Yes,Average,721863,Yes
S0747,Raj,Male,No,Poor,859119,Yes
S0748,Simran,Male,No,Poor,544942,Yes
S0749,Manav,Male,Yes,Average,395119,Yes
S0750,Aryan,Female,No,Average,1153262,No
S0751,Simran,Female,No,Poor,1123265,No
S0752,Simran,Male,Yes,Average,1048224,No
S0753,Priya,Male,No,Poor,1342137,No
S0754,Isha,Female,Yes,Poor,350755,Yes
S0755,Aman,Female,Yes,Good,1235210,No
S0756,Vishal,Male,No,Good,1151426,No
S0757,Rahul,Female,Yes,Poor,1170793,Yes
S0758,Nikhil,Female,Yes,Poor,1402801,No
S0759,Ananya,Female,No,Poor,489921,Yes
S0760,Manav,Female,No,Poor,540617,Yes
S0761,Isha,Male,No,Poor,1457297,Yes
S0762,Simran,Female,Yes,Poor,905398,Yes
S0763,Neha,Female,Yes,Average,413606,Yes
S0764,Aman,Male,No,Poor,1377506,No
S0765,Isha,Male,Yes,Average,1041067,No
S0766,Harsh,Female,No,Average,560102,No
S0767,Simran,Female,No,Poor,447631,Yes
S0768,Soham,Female,Yes,Poor,536545,No
S0769,Simran,Female,No,Average,1361864,No
S0770,Nikhil,Male,Yes,Average,580195,No
S0771,Neha,Male,Yes,Poor,1410291,No
S0772,Harsh,Male,No,Poor,1359313,Yes
S0773,Aman,Female,Yes,Average,567291,No
S0774,Ananya,Female,No,Average,1316354,Yes
S0775,Nikhil,Female,Yes,Average,403535,Yes
S0776,Raj,Female,Yes,Good,1347861,No
S0777,Shreya,Male,Yes,Average,1301507,Yes
S0778,Manav,Male,No,Good,1022648,Yes
S0779,Simran,Female,Yes,Poor,883247,Yes
S0780,Isha,Male,No,Poor,695065,Yes
S0781,Nikhil,Female,Yes,Average,630322,Yes
S0782,Aryan,Female,Yes,Poor,1022496,Yes
S0783,Soham,Male,No,Poor,1460831,Yes
S0784,Shreya,Female,No,Poor,910610,No
S0785,Harsh,Female,No,Poor,1237687,No
S0786,Aryan,Male,No,Good,1349708,Yes
S0787,Diya,Female,No,Good,1051972,Yes
S0788,Simran,Female,Yes,Average,559427,No
S0789,Manav,Male,Yes,Average,442003,No
S0790,Aman,Female,No,Average,1082516,No
S0791,Isha,Male,Yes,Poor,560529,No
S0792,Raj,Female,Yes,Poor,743855,Yes
S0793,Aman,Male,Yes,Good,553608,Yes
S0794,Rahul,Male,No,Good,1058673,No
S0795,Aryan,Male,Yes,Average,1014261,No
S0796,Simran,Female,Yes,Good,477763,No
S0797,Kiara,Male,Yes,Good,531807,No
S0798,Tina,Male,No,Good,324363,Yes
S0799,Manav,Male,Yes,Good,694798,No
S0800,Tina,Male,Yes,Good,1284348,No
S0801,Shreya,Male,No,Average,301620,No
S0802,Neha,Female,No,Average,1443995,Yes
S0803,Raj,Female,Yes,Good,992894,Yes
S0804,Ananya,Female,Yes,Average,480324,Yes
S0805,Neha,Female,No,Poor,320655,No
S0806,Aryan,Female,No,Good,1249133,No
S0807,Manav,Female,No,Poor,750400,No
S0808,Vishal,Female,No,Average,1370178,Yes
S0809,Soham,Male,No,Average,1172377,Yes
S0810,Vishal,Female,No,Poor,966470,No
S0811,Aman,Male,No,Average,1227699,No
S0812,Harsh,Male,Yes,Good,825825,Yes
S0813,Simran,Female,No,Poor,710354,No
S0814,Rahul,Male,No,Good,1001562,No
S0815,Soham,Male,Yes,Poor,471236,No
S0816,Manav,Male,No,Average,1212977,Yes
S0817,Shreya,Male,No,Poor,389743,No
S0818,Kiara,Female,Yes,Poor,747875,No
S0819,Diya,Female,No,Good,1434731,No
S0820,Aman,Female,Yes,Average,1438422,No
S0821,Vishal,Female,Yes,Good,1058795,Yes
S0822,Neha,Female,Yes,Average,1114468,Yes
S0823,Shreya,Female,Yes,Good,1160665,Yes
S0824,Rahul,Female,No,Poor,907337,No
S0825,Rahul,Female,Yes,Good,539647,Yes
S0826,Aryan,Female,Yes,Average,589962,No
S0827,Ananya,Female,No,Average,1148964,Yes
S0828,Ananya,Male,Yes,Poor,1296140,No
S0829,Aman,Female,Yes,Average,619849,Yes
S0830,Vishal,Male,Yes,Good,844392,Yes
S0831,Manav,Male,Yes,Poor,686480,Yes
S0832,Diya,Male,No,Average,1145457,No
S0833,Rahul,Male,Yes,Average,724632,No
S0834,Manav,Female,No,Good,943703,No
S0835,Manav,Male,No,Good,1330403,Yes
S0836,Nikhil,Female,Yes,Poor,1263313,No
S0837,Diya,Female,Yes,Average,731544,No
S0838,Isha,Male,Yes,Good,1372299,No
S0839,Raj,Female,Yes,Poor,1147078,No
S0840,Tina,Male,No,Average,1021615,No
S0841,Kiara,Male,No,Average,870217,No
S0842,Ananya,Female,No,Poor,423199,Yes
S0843,Ananya,Female,Yes,Poor,329545,Yes
S0844,Kunal,Male,No,Good,331673,No
S0845,Ananya,Female,Yes,Average,724190,Yes
S0846,Diya,Female,Yes,Average,752115,Yes
S0847,Nikhil,Female,Yes,Average,1188943,No
S0848,Simran,Male,Yes,Poor,323525,No
S0849,Aryan,Male,Yes,Good,882092,Yes
S0850,Harsh,Female,No,Average,446115,No
S0851,Aryan,Female,No,Poor,866134,Yes
S0852,Soham,Female,Yes,Average,1425837,Yes
S0853,Aryan,Female,No,Good,1057600,Yes
S0854,Harsh,Female,Yes,Average,800827,No
S0855,Neha,Male,Yes,Good,307265,Yes
S0856,Diya,Female,Yes,Good,1109195,No
S0857,Ananya,Male,No,Average,315733,No
S0858,Ananya,Female,Yes,Average,1198628,No
S0859,Nikhil,Male,Yes,Good,599564,No
S0860,Kunal,Female,No,Poor,1326281,No
S0861,Nikhil,Male,No,Good,964607,Yes
S0862,Simran,Female,No,Average,758365,No
S0863,Simran,Male,Yes,Average,1369634,No
S0864,Rahul,Male,Yes,Poor,546301,No
S0865,Kunal,Male,No,Good,1301675,No
S0866,Nikhil,Male,Yes,Good,462434,No
S0867,Ananya,Male,No,Good,910777,Yes
S0868,Tina,Male,No,Average,377597,No
S0869,Harsh,Female,Yes,Good,1345384,No
S0870,Harsh,Male,Yes,Poor,378209,Yes
S0871,Aryan,Female,No,Average,924152,No
S0872,Kunal,Female,No,Average,448620,Yes
S0873,Isha,Female,No,Good,466562,Yes
S0874,Simran,Female,No,Poor,507158,Yes
S0875,Aryan,Female,Yes,Average,939446,Yes
S0876,Manav,Male,No,Average,1276264,No
S0877,Aryan,Male,No,Good,1350044,No
S0878,Isha,Male,No,Good,586453,Yes
S0879,Neha,Female,Yes,Poor,1307787,Yes
S0880,Tina,Male,Yes,Good,1420831,No
S0881,Manav,Male,No,Poor,1168331,Yes
S0882,Tina,Male,Yes,Average,525409,Yes
S0883,Aryan,Male,Yes,Poor,539967,Yes
S0884,Simran,Male,Yes,Poor,993201,No
S0885,Raj,Female,No,Poor,1291052,Yes
S0886,Harsh,Male,No,Average,1038925,No
S0887,Isha,Female,Yes,Good,1264164,No
S0888,Raj,Female,No,Average,668697,No
S0889,Harsh,Female,No,Good,1136713,Yes
S0890,Ananya,Female,Yes,Poor,675595,Yes
S0891,Manav,Female,Yes,Poor,882314,No
S0892,Harsh,Male,No,Poor,708548,No
S0893,Isha,Male,Yes,Poor,445693,No
S0894,Shreya,Male,No,Poor,1210789,Yes
S0895,Raj,Female,No,Good,1185621,Yes
S0896,Neha,Male,Yes,Good,864790,No
S0897,Nikhil,Male,No,Poor,598818,No
S0898,Nikhil,Female,No,Average,861548,Yes
S0899,Isha,Female,Yes,Average,1260002,No
S0900,Isha,Female,Yes,Poor,1004824,Yes
S0901,Aman,Female,Yes,Good,896093,Yes
S0902,Manav,Male,No,Average,495991,No
S0903,Aman,Female,Yes,Average,485541,No
S0904,Tina,Female,Yes,Average,317194,Yes
S0905,Ananya,Male,Yes,Poor,982171,Yes
S0906,Simran,Male,Yes,Average,1158809,Yes
S0907,Simran,Female,No,Average,868011,Yes
S0908,Ananya,Male,No,Average,768451,Yes
S0909,Harsh,Female,Yes,Average,1424874,No
S0910,Diya,Female,No,Good,883526,Yes
S0911,Aman,Male,Yes,Poor,559425,Yes
S0912,Shreya,Male,Yes,Poor,810609,Yes
S0913,Raj,Female,No,Good,1455668,No
S0914,Ananya,Female,No,Good,600589,No
S0915,Kiara,Female,Yes,Poor,1009163,Yes
S0916,Aryan,Male,Yes,Average,930458,Yes
S0917,Harsh,Female,No,Average,647761,No
S0918,Ananya,Female,Yes,Poor,513482,No
S0919,Aman,Female,No,Average,1139934,No
S0920,Shreya,Female,Yes,Good,1124187,No
S0921,Shreya,Female,Yes,Average,1095911,Yes
S0922,Isha,Male,No,Average,899649,No
S0923,Priya,Female,No,Average,728910,Yes
S0924,Isha,Female,No,Poor,1472808,Yes
S0925,Manav,Female,No,Good,381171,No
S0926,Manav,Female,No,Average,676295,No
S0927,Ananya,Male,No,Poor,386296,No
S0928,Tina,Male,No,Average,1489138,No
S0929,Soham,Male,Yes,Good,452324,Yes
S0930,Vishal,Female,Yes,Average,798506,Yes
S0931,Nikhil,Female,Yes,Good,962222,Yes
S0932,Diya,Male,No,Average,541535,No
S0933,Ananya,Male,No,Good,1083258,Yes
S0934,Vishal,Male,No,Average,1055737,No
S0935,Aman,Female,Yes,Good,1305594,Yes
S0936,Aryan,Female,No,Average,1380402,No
S0937,Diya,Male,No,Average,896649,Yes
S0938,Manav,Male,Yes,Poor,540028,Yes
S0939,Diya,Male,No,Poor,340736,No
S0940,Isha,Female,Yes,Good,509124,Yes
S0941,Aryan,Female,Yes,Average,930368,Yes
S0942,Nikhil,Female,No,Good,767310,No
S0943,Ananya,Male,No,Poor,960246,No
S0944,Harsh,Male,No,Good,688742,No
S0945,Harsh,Female,Yes,Good,524793,No
S0946,Vishal,Male,Yes,Poor,942911,No
S0947,Vishal,Female,Yes,Average,976935,Yes
S0948,Tina,Male,No,Good,1326153,No
S0949,Vishal,Male,No,Poor,732859,Yes
S0950,Rahul,Male,No,Average,701072,Yes
S0951,Aman,Male,No,Poor,731385,No
S0952,Simran,Female,Yes,Good,991150,Yes
S0953,Neha,Male,Yes,Average,1256010,Yes
S0954,Kunal,Female,Yes,Average,1043264,No
S0955,Kiara,Female,Yes,Poor,760522,Yes
S0956,Neha,Female,No,Poor,965329,No
S0957,Soham,Male,No,Poor,574548,No
S0958,Aman,Female,No,Average,758521,No
S0959,Shreya,Female,Yes,Average,470534,Yes
S0960,Nikhil,Female,Yes,Good,581504,Yes
S0961,Kunal,Male,No,Average,1172089,Yes
S0962,Simran,Male,No,Good,719503,Yes
S0963,Aryan,Female,Yes,Poor,496544,No
S0964,Soham,Male,No,Poor,1382736,Yes
S0965,Aman,Female,Yes,Average,458253,No
S0966,Kiara,Female,Yes,Poor,969745,Yes
S0967,Soham,Male,Yes,Poor,1414217,Yes
S0968,Kunal,Female,No,Average,567688,Yes
S0969,Soham,Male,No,Good,1071143,Yes
S0970,Vishal,Male,Yes,Average,706491,Yes
S0971,Soham,Female,No,Good,887536,No
S0972,Ananya,Male,Yes,Average,596694,Yes
S0973,Soham,Male,Yes,Average,1215356,Yes
S0974,Kunal,Female,Yes,Poor,1080237,Yes
S0975,Aryan,Female,Yes,Average,796389,Yes
S0976,Raj,Male,No,Average,350713,No
S0977,Nikhil,Male,Yes,Good,1144898,Yes
S0978,Nikhil,Female,Yes,Poor,1288722,No
S0979,Soham,Male,No,Good,395335,Yes
S0980,Raj,Male,Yes,Good,407441,No
S0981,Priya,Male,Yes,Poor,1365560,No
S0982,Ananya,Male,No,Poor,1197748,No
S0983,Nikhil,Male,No,Poor,715976,No
S0984,Kiara,Male,No,Average,956884,No
S0985,Aryan,Male,Yes,Poor,942742,Yes
S0986,Diya,Female,No,Poor,1397978,No
S0987,Nikhil,Female,No,Poor,391656,Yes
S0988,Harsh,Female,Yes,Good,365614,No
S0989,Kiara,Female,Yes,Good,466963,No
S0990,Neha,Female,Yes,Average,653153,Yes
S0991,Soham,Male,Yes,Good,733048,No
S0992,Kiara,Male,Yes,Average,1287938,No
S0993,Simran,Male,No,Good,1083077,No
S0994,Nikhil,Male,No,Poor,1236066,No
S0995,Isha,Female,No,Good,1282014,Yes
S0996,Aryan,Male,Yes,Average,1162839,No
S0997,Ananya,Male,Yes,Good,1094042,No
S0998,Kunal,Female,Yes,Poor,1364367,Yes
S0999,Rahul,Male,No,Average,1406623,Yes
S1000,Tina,Male,No,Poor,534898,No
S1001,Tina,Female,Yes,Poor,761122,No
S1002,Nikhil,Male,No,Average,975025,Yes
S1003,Diya,Male,Yes,Poor,370246,No
S1004,Neha,Male,No,Poor,648292,Yes
S1005,Aryan,Male,No,Good,870178,No
S1006,Kiara,Male,No,Poor,1486397,Yes
S1007,Kunal,Female,Yes,Poor,870819,Yes
S1008,Ananya,Female,No,Poor,1107040,Yes
S1009,Aryan,Female,No,Poor,643130,No
S1010,Rahul,Female,Yes,Average,1337886,No
S1011,Ananya,Female,No,Good,646140,No
S1012,Harsh,Female,Yes,Poor,357676,No
S1013,Manav,Male,Yes,Poor,1399044,Yes
S1014,Rahul,Female,Yes,Average,1333388,Yes
S1015,Nikhil,Female,Yes,Poor,987823,Yes
S1016,Aryan,Male,Yes,Average,1249167,No
S1017,Harsh,Male,No,Good,1286210,No
S1018,Ananya,Female,Yes,Good,751989,No
S1019,Neha,Male,Yes,Poor,1119555,Yes
S1020,Rahul,Female,Yes,Poor,965078,No
S1021,Diya,Male,Yes,Poor,1344281,No
S1022,Diya,Female,No,Average,1017997,Yes
S1023,Aman,Male,Yes,Poor,1279874,Yes
S1024,Priya,Male,No,Poor,347599,No
S1025,Isha,Female,Yes,Good,448469,Yes
S1026,Manav,Female,No,Poor,540270,No
S1027,Diya,Female,Yes,Good,1393982,Yes
S1028,Priya,Female,Yes,Poor,1416136,Yes
S1029,Kiara,Female,No,Good,816394,Yes
S1030,Kunal,Male,Yes,Poor,820112,No
S1031,Tina,Female,No,Good,1493151,No
S1032,Kunal,Female,Yes,Average,1403519,No
S1033,Aryan,Male,No,Good,1424415,Yes
S1034,Nikhil,Male,Yes,Good,906962,Yes
S1035,Priya,Female,Yes,Good,849633,Yes
S1036,Nikhil,Male,No,Poor,1398966,Yes
S1037,Isha,Male,Yes,Poor,621701,No
S1038,Kiara,Female,Yes,Poor,1282558,No
S1039,Neha,Male,Yes,Average,1350482,No
S1040,Aryan,Male,Yes,Average,1257671,Yes
S1041,Harsh,Female,Yes,Good,832249,Yes
S1042,Manav,Female,Yes,Average,1205721,No
S1043,Aman,Male,No,Good,489773,Yes
S1044,Tina,Male,No,Good,642808,No
S1045,Neha,Female,No,Good,1429775,Yes
S1046,Rahul,Male,Yes,Average,399764,Yes
S1047,Shreya,Male,No,Poor,1470933,No
S1048,Manav,Male,Yes,Average,721777,No
S1049,Manav,Female,Yes,Good,612712,Yes
S1050,Simran,Male,Yes,Good,1195781,No
S1051,Vishal,Male,Yes,Average,1159734,No
S1052,Neha,Female,No,Good,1312884,Yes
S1053,Shreya,Male,Yes,Good,460576,Yes
S1054,Rahul,Male,No,Average,910682,Yes
S1055,Shreya,Female,Yes,Average,1213605,No
S1056,Soham,Female,No,Average,1212374,Yes
S1057,Tina,Female,No,Good,316939,Yes
S1058,Diya,Female,No,Good,743931,Yes
S1059,Soham,Male,No,Poor,606604,Yes
S1060,Kiara,Male,No,Poor,499294,Yes
S1061,Nikhil,Female,No,Average,1230170,No
S1062,Soham,Female,Yes,Poor,362119,Yes
S1063,Diya,Male,No,Good,990681,Yes
S1064,Vishal,Female,Yes,Poor,1492834,No
S1065,Ananya,Male,No,Good,1303750,Yes
S1066,Neha,Female,Yes,Average,1278167,Yes
S1067,Raj,Male,No,Average,449805,No
S1068,Kunal,Female,No,Good,450685,Yes
S1069,Vishal,Female,Yes,Poor,677224,No
S1070,Aman,Male,No,Average,779498,Yes
S1071,Diya,Female,No,Average,1484836,No
S1072,Isha,Male,No,Poor,538178,No
S1073,Raj,Male,Yes,Poor,559418,Yes
S1074,Neha,Male,No,Good,329680,No
S1075,Manav,Male,Yes,Poor,534433,No
S1076,Aman,Male,No,Poor,664446,Yes
S1077,Simran,Female,No,Poor,767616,Yes
S1078,Kiara,Female,Yes,Good,748934,No
S1079,Tina,Male,No,Good,860733,Yes
S1080,Isha,Female,No,Average,1347725,No
S1081,Vishal,Male,Yes,Good,963582,No
S1082,Simran,Female,No,Average,1110506,Yes
S1083,Neha,Female,Yes,Poor,1123271,Yes
S1084,Soham,Female,Yes,Average,1213946,No
S1085,Manav,Female,Yes,Average,892610,Yes
S1086,Simran,Male,No,Poor,1142753,Yes
S1087,Shreya,Male,Yes,Average,1320004,No
S1088,Tina,Female,Yes,Good,719204,No
S1089,Simran,Female,No,Good,1121939,No
S1090,Ananya,Male,Yes,Good,399244,No
S1091,Neha,Female,No,Good,687932,No
S1092,Shreya,Male,No,Average,1478940,No
S1093,Raj,Male,No,Average,702968,Yes
S1094,Kunal,Male,No,Poor,352127,No
S1095,Tina,Female,Yes,Average,1292281,Yes
S1096,Raj,Male,Yes,Average,1161864,Yes
S1097,Soham,Female,Yes,Average,399122,No
S1098,Diya,Male,Yes,Poor,632548,Yes
S1099,Neha,Female,Yes,Good,921458,No
S1100,Aman,Female,No,Average,920804,Yes
S1101,Aryan,Female,Yes,Poor,807750,No
S1102,Nikhil,Male,Yes,Poor,1456300,No
S1103,Isha,Male,Yes,Poor,698008,No
S1104,Nikhil,Female,No,Good,1299291,No
S1105,Aman,Female,No,Average,999495,Yes
S1106,Ananya,Female,Yes,Poor,547541,Yes
S1107,Aman,Male,No,Good,1331328,Yes
S1108,Isha,Male,Yes,Poor,928935,Yes
S1109,Soham,Male,Yes,Poor,474001,Yes
S1110,Kunal,Male,No,Poor,617455,No
S1111,Ananya,Female,No,Poor,805329,No
S1112,Rahul,Female,Yes,Poor,365867,No
S1113,Neha,Male,Yes,Good,388780,No
S1114,Harsh,Male,No,Average,1405772,No
S1115,Manav,Female,Yes,Average,897993,Yes
S1116,Aryan,Male,No,Average,1144326,No
S1117,Isha,Male,Yes,Average,1174072,No
S1118,Harsh,Male,No,Good,800653,Yes
S1119,Nikhil,Male,Yes,Good,576735,Yes
S1120,Rahul,Male,Yes,Good,300727,No
S1121,Aman,Male,No,Poor,1392398,No
S1122,Soham,Female,Yes,Poor,1319051,Yes
S1123,Raj,Male,Yes,Poor,1460689,No
S1124,Aman,Male,No,Average,692575,No
S1125,Neha,Female,Yes,Poor,690732,No
S1126,Vishal,Female,Yes,Average,773594,Yes
S1127,Neha,Female,Yes,Poor,454591,No
S1128,Vishal,Male,No,Average,479006,No
S1129,Vishal,Female,No,Poor,1323300,Yes
S1130,Ananya,Male,No,Poor,1298607,Yes
S1131,Soham,Male,Yes,Good,913655,Yes
S1132,Aryan,Male,Yes,Poor,313265,No
S1133,Aman,Female,Yes,Poor,624036,Yes
S1134,Ananya,Female,Yes,Good,975899,No
S1135,Tina,Female,No,Average,618774,Yes
S1136,Kunal,Female,Yes,Good,786626,No
S1137,Rahul,Female,Yes,Good,1226719,Yes
S1138,Rahul,Male,Yes,Average,955313,No
S1139,Kiara,Male,No,Poor,911868,No
S1140,Manav,Male,Yes,Average,639606,Yes
S1141,Shreya,Male,Yes,Poor,937684,Yes
S1142,Shreya,Female,Yes,Poor,1443886,No
S1143,Nikhil,Female,Yes,Average,1038456,Yes
S1144,Simran,Male,Yes,Good,1438452,No
S1145,Neha,Female,No,Average,849264,Yes
